isogroup100038	sp|Q1ZXK2|FORG_DICDI
isogroup266017	sp|Q3T9E4|TGTP2_MOUSE
isogroup266025	sp|P25340|ERG4_YEAST
isogroup266028	sp|Q9C5N2|TMN9_ARATH
isogroup266034	sp|Q28DH9|CEP76_XENTR
isogroup266035	sp|Q5R630|NECP1_PONAB
isogroup266055	sp|O15440|MRP5_HUMAN
isogroup266057	sp|P11976|PSTA_DICDI
isogroup266065	sp|Q2S1W0|DCUP_SALRD
isogroup266070	sp|Q9QR71|LANA1_HHV8P
isogroup266079	sp|Q8K2G4|BBS7_MOUSE
isogroup266087	sp|Q10323|IMT3_SCHPO
isogroup266092	sp|Q22915|MEMO1_CAEEL
isogroup266094	sp|O74965|EIF2A_SCHPO
isogroup266098	sp|O08529|CAN2_MOUSE
isogroup266107	sp|Q9USJ3|YJ23_SCHPO
isogroup266117	sp|Q0IIF0|ILKAP_BOVIN
isogroup266124	sp|D3ZML2|BRSK2_RAT
isogroup266125	sp|Q55GU0|Y9955_DICDI
isogroup266129	sp|P92133|CATB3_GIAIN
isogroup266131	sp|A7SE05|UBE2S_NEMVE
isogroup266133	sp|Q9XGZ9|P2C72_ARATH
isogroup266144	sp|F4IQK5|VCL21_ARATH
isogroup266152	sp|Q941R4|GONS1_ARATH
isogroup266161	sp|Q8IYK4|GT252_HUMAN
isogroup266162	sp|Q84JW1|PX11E_ARATH
isogroup266164	sp|Q8GRL7|TBCE_ARATH
isogroup266165	sp|Q8CGS4|CHMP3_RAT
isogroup266177	sp|Q9R053|SCNBA_MOUSE
isogroup266180	sp|O46669|SCNAA_CANLF
isogroup266182	sp|P23458|JAK1_HUMAN
isogroup266197	sp|O35186|CATK_RAT
isogroup266200	sp|Q4V869|ACBD6_XENLA
isogroup266203	sp|Q9D845|TEX9_MOUSE
isogroup266204	sp|Q6ZI17|OML2_ORYSJ
isogroup266216	sp|Q7Z406|MYH14_HUMAN
isogroup266217	sp|P54399|PDI_DROME
isogroup266220	sp|Q8W034|RNP1_ARATH
isogroup266221	sp|Q9C8M1|PT153_ARATH
isogroup266222	sp|Q01371|WC1_NEUCR
isogroup266223	sp|B3EX63|CING_SORAR
isogroup266225	sp|Q8BTI8|SRRM2_MOUSE
isogroup266230	sp|O80396|M2K3_ARATH
isogroup266231	sp|Q9LT68|NHD1_ARATH
isogroup266235	sp|Q9JJC8|NIPA2_MOUSE
isogroup266238	sp|Q07017|OL56_STRAT
isogroup266247	sp|P07260|IF4E_YEAST
isogroup266249	sp|Q9VHI4|SF3B5_DROME
isogroup266250	sp|Q8N819|PPM1N_HUMAN
isogroup266263	sp|O43280|TREA_HUMAN
isogroup266267	sp|G5E8K5|ANK3_MOUSE
isogroup266275	sp|Q5RFU0|SIAE_PONAB
isogroup266279	sp|Q2JHM1|CLPP1_SYNJB
isogroup266282	sp|Q9JYI8|FKBA_NEIMB
isogroup266289	sp|Q6DBY2|NAA50_DANRE
isogroup266291	sp|Q9JI55|PLEC_CRIGR
isogroup266300	sp|P16157|ANK1_HUMAN
isogroup266302	sp|P34099|KAPC_DICDI
isogroup266308	sp|Q9C5D6|CAAT9_ARATH
isogroup266311	sp|O13755|OSM1_SCHPO
isogroup266327	sp|B0JZ89|FA32A_XENTR
isogroup266339	sp|Q02357|ANK1_MOUSE
isogroup266340	sp|Q641W7|TTLL9_RAT
isogroup266349	sp|P13392|MYSP_DIRIM
isogroup266351	sp|C0LGV0|Y5487_ARATH
isogroup266354	sp|Q10190|LSG1_SCHPO
isogroup266360	sp|Q5U2X2|SPAG1_RAT
isogroup266371	sp|Q8T869|BIP2_DICDI
isogroup266374	sp|A0A024SNB7|GUN1_HYPJR
isogroup266383	sp|Q8WNY2|KCNH2_RABIT
isogroup266389	sp|Q7RAV5|CDPK3_PLAYO
isogroup266393	sp|Q25BW5|BGL1A_PHACH
isogroup266394	sp|Q9P0N5|TM216_HUMAN
isogroup266404	sp|P74572|P5CR_SYNY3
isogroup266406	sp|Q9P6Q3|BCS1_SCHPO
isogroup266411	sp|F4JL11|IMPA2_ARATH
isogroup266414	sp|Q86UC2|RSPH3_HUMAN
isogroup266415	sp|Q28H87|PR38A_XENTR
isogroup266417	sp|Q64M78|OML4_ORYSJ
isogroup266422	sp|Q54VF1|DDX56_DICDI
isogroup266424	sp|P67412|URK_STAAW
isogroup266427	sp|P58478|HTPG_RICCN
isogroup266444	sp|Q0VD48|VPS4B_BOVIN
isogroup266453	sp|Q9LEQ3|CNG18_ARATH
isogroup266454	sp|Q6UB98|ANR12_HUMAN
isogroup266456	sp|O22552|VATL_VIGRR
isogroup266458	sp|Q7T330|SPOP_DANRE
isogroup266459	sp|Q96F15|GIMA5_HUMAN
isogroup266462	sp|Q26486|FKBP4_SPOFR
isogroup266471	sp|A9X1A5|CING_PAPAN
isogroup266477	sp|P25822|PUM_DROME
isogroup266491	sp|O52065|DNAJ_MANHA
isogroup266494	sp|P08965|MEI2_SCHPO
isogroup266496	sp|Q6AYP6|SAXO1_RAT
isogroup266497	sp|P0AEB5|YNAI_ECOLI
isogroup266501	sp|P32023|KGP25_DROME
isogroup266514	sp|P55937|GOGA3_MOUSE
isogroup266516	sp|P42126|ECI1_HUMAN
isogroup266521	sp|Q5SPC5|OTOF_DANRE
isogroup266526	sp|Q8IIG7|YPF05_PLAF7
isogroup266527	sp|Q09253|GLOD4_CAEEL
isogroup266539	sp|B1Q257|GCY10_CAEEL
isogroup266540	sp|Q8H4S6|P2C64_ORYSJ
isogroup266541	sp|Q6ZMV9|KIF6_HUMAN
isogroup266551	sp|Q93W28|Y4554_ARATH
isogroup266558	sp|Q86A77|VATD_DICDI
isogroup266560	sp|P19485|CYA1_RHIME
isogroup266561	sp|Q9P6K1|SFT2_SCHPO
isogroup266562	sp|Q5GLZ8|HERC4_HUMAN
isogroup266564	sp|P34713|PGP3_CAEEL
isogroup266574	sp|Q6GLN7|TM163_XENLA
isogroup266576	sp|O97860|PPA5_RABIT
isogroup266577	sp|Q8L9C4|KCR1_ARATH
isogroup266578	sp|A1SX95|THIM_PSYIN
isogroup266593	sp|A8I1Q0|CALM_HETTR
isogroup266597	sp|Q9X1S6|IF3_THEMA
isogroup266598	sp|Q8BWQ5|DCLK3_MOUSE
isogroup266599	sp|Q9GZT9|EGLN1_HUMAN
isogroup266608	sp|Q6ETK3|P2C11_ORYSJ
isogroup266620	sp|Q5UQV6|YR368_MIMIV
isogroup266621	sp|A8HMZ4|DRC5_CHLRE
isogroup266631	sp|E3WDQ9|PUM2_XENLA
isogroup266632	sp|Q9SMH3|DYH1A_CHLRE
isogroup266633	sp|Q652N5|PHT44_ORYSJ
isogroup266634	sp|Q96KG7|MEG10_HUMAN
isogroup266638	sp|Q6DHC1|RB18B_DANRE
isogroup266647	sp|Q9FMP5|CDPKH_ARATH
isogroup266648	sp|Q9L4P4|CLPR_SYNE7
isogroup266651	sp|Q8VHD8|HORN_MOUSE
isogroup266653	sp|Q9FVQ1|NUCL1_ARATH
isogroup266656	sp|Q08473|SQD_DROME
isogroup266660	sp|P24721|ASGR2_MOUSE
isogroup266662	sp|Q8RXP6|WAV2_ARATH
isogroup266667	sp|Q6EE22|UNK_CANLF
isogroup266668	sp|P50430|ARSB_RAT
isogroup266670	sp|Q5AG71|HSL1_CANAL
isogroup266671	sp|Q9LZ82|BTR1_ARATH
isogroup266675	sp|Q5M807|RNF5_RAT
isogroup266677	sp|Q949Q0|GPDA2_ARATH
isogroup266678	sp|O82279|CG160_ARATH
isogroup266684	sp|Q29499|ACES_RABIT
isogroup266708	sp|Q9FRL3|ERDL6_ARATH
isogroup266713	sp|Q5QIT3|2AB2B_ARATH
isogroup266724	sp|O06984|YVDB_BACSU
isogroup266725	sp|P04630|CALL_CAEEL
isogroup266731	sp|Q6CAB5|CCPR2_YARLI
isogroup266733	sp|Q84MN0|CML4_ORYSJ
isogroup266734	sp|Q0VC03|MFSD5_BOVIN
isogroup266739	sp|P49972|SR542_SOLLC
isogroup266741	sp|O46043|PARG_DROME
isogroup266743	sp|Q25544|PRS8_NAEFO
isogroup266745	sp|Q7ZVA6|IF4A3_DANRE
isogroup266747	sp|H8ZPX2|SAPD_PSESP
isogroup266755	sp|Q9UT63|YKJ2_SCHPO
isogroup266762	sp|Q8LPN7|RNG1L_ARATH
isogroup266768	sp|Q9HFE7|YNW5_SCHPO
isogroup266781	sp|A2AQP0|MYH7B_MOUSE
isogroup266790	sp|Q6EU10|MTA70_ORYSJ
isogroup266797	sp|P41436|IAP_GVCPM
isogroup266799	sp|O15910|RIR2_TRYBB
isogroup266803	sp|Q9ST27|PHOT2_ORYSJ
isogroup266811	sp|P08524|FPPS_YEAST
isogroup266815	sp|P62262|1433E_SHEEP
isogroup266819	sp|Q3TCX3|KHDC4_MOUSE
isogroup266824	sp|O13755|OSM1_SCHPO
isogroup266833	sp|Q8R1T4|S35A3_MOUSE
isogroup266842	sp|Q5UR45|YL572_MIMIV
isogroup266847	sp|P40310|TOK1_YEAST
isogroup266849	sp|K3VA96|W4931_FUSPC
isogroup266852	sp|O57483|CAC1S_LITCT
isogroup266853	sp|Q9EX73|MLHB_RHOER
isogroup266855	sp|Q9M0V0|MFDX1_ARATH
isogroup266864	sp|Q54QK7|DIM1_DICDI
isogroup266865	sp|Q39233|SYP21_ARATH
isogroup266867	sp|Q9SJF3|DCP1_ARATH
isogroup266871	sp|Q9M1K2|PI5K4_ARATH
isogroup266873	sp|Q9S752|LOFG2_ARATH
isogroup266876	sp|Q5R6Q2|STX6_PONAB
isogroup266883	sp|Q4VBT5|MKRN1_DANRE
isogroup266885	sp|Q076A3|MYH13_CANLF
isogroup266888	sp|P0AC59|GLRX2_ECOLI
isogroup266893	sp|Q6ESG1|BASS4_ORYSJ
isogroup266896	sp|Q9FGY1|BXL1_ARATH
isogroup266897	sp|Q94EY1|PR46B_CHLRE
isogroup266899	sp|Q92520|FAM3C_HUMAN
isogroup266901	sp|Q5RKH1|PRP4B_RAT
isogroup266903	sp|G5E8K5|ANK3_MOUSE
isogroup266909	sp|Q9LEN0|ACET6_CERPU
isogroup266918	sp|Q9D8S3|ARFG3_MOUSE
isogroup266928	sp|Q8RVL2|DEK1_ARATH
isogroup266943	sp|P46267|F16P2_BRANA
isogroup266953	sp|O70507|HCN4_MOUSE
isogroup26696	sp|P23254|TKT1_YEAST
isogroup266966	sp|Q9FN03|UVR8_ARATH
isogroup266967	sp|Q5N863|BGL04_ORYSJ
isogroup266969	sp|Q6P3R8|NEK5_HUMAN
isogroup266978	sp|Q52I78|NAMPT_PIG
isogroup266979	sp|B8HUV7|RL28_CYAP4
isogroup266984	sp|Q8VZD5|KSG5_ARATH
isogroup266986	sp|Q9FR44|PEAM1_ARATH
isogroup266988	sp|Q5R9W2|MARH7_PONAB
isogroup266989	sp|Q9P0L2|MARK1_HUMAN
isogroup266991	sp|Q9SFB8|PI5K6_ARATH
isogroup266994	sp|Q9LYA9|CP41A_ARATH
isogroup267000	sp|O61585|KTNB1_STRPU
isogroup267005	sp|P73121|Y1919_SYNY3
isogroup267011	sp|Q3JRV4|Y2304_BURP1
isogroup267012	sp|Q6K271|FCA_ORYSJ
isogroup267016	sp|Q54FE6|MCFS_DICDI
isogroup267020	sp|Q9LRB5|LHT2_ARATH
isogroup267021	sp|Q9LIC2|TMN7_ARATH
isogroup267022	sp|Q38896|CSP4_ARATH
isogroup267027	sp|Q55AH5|VATF_DICDI
isogroup267029	sp|Q8K0V4|CNOT3_MOUSE
isogroup267032	sp|Q5RKH1|PRP4B_RAT
isogroup267033	sp|Q6AVI8|CDPK9_ORYSJ
isogroup267034	sp|Q9LFN3|PT511_ARATH
isogroup267051	sp|Q6PAW0|AIDAA_XENLA
isogroup267052	sp|Q9SEL5|VTI12_ARATH
isogroup267058	sp|Q39065|COPT1_ARATH
isogroup267059	sp|B3DH20|TILB_DANRE
isogroup267063	sp|B9Q0C2|DRE2_TOXGV
isogroup267067	sp|Q5UP24|YR259_MIMIV
isogroup267073	sp|Q9UDR5|AASS_HUMAN
isogroup267077	sp|Q964T1|CP4CU_BLAGE
isogroup267081	sp|Q39491|PTP3_CHLMO
isogroup267083	sp|O22197|RHC1A_ARATH
isogroup267090	sp|Q7D745|Y2525_MYCTO
isogroup267092	sp|Q6Q151|CYP59_ARATH
isogroup267093	sp|Q61YZ4|LOVG_CAEBR
isogroup267104	sp|Q53P85|CDPKO_ORYSJ
isogroup267113	sp|Q60952|CP250_MOUSE
isogroup267120	sp|Q92576|PHF3_HUMAN
isogroup267125	sp|Q24547|STX1A_DROME
isogroup267130	sp|Q8H136|RH14_ARATH
isogroup267131	sp|Q63HM2|PCX4_HUMAN
isogroup267138	sp|Q9NJU9|CDPK3_PLAF7
isogroup26714	sp|P00791|PEPA_PIG
isogroup267143	sp|P54145|AMT1_CAEEL
isogroup267144	sp|Q09764|YA7B_SCHPO
isogroup267148	sp|Q6ID70|P23B_ARATH
isogroup267153	sp|Q02357|ANK1_MOUSE
isogroup267156	sp|Q9SCU1|PATL6_ARATH
isogroup267159	sp|Q04634|EF1A_TETPY
isogroup267162	sp|Q9VRC9|NPC1B_DROME
isogroup267169	sp|Q9BWQ6|YIPF2_HUMAN
isogroup267172	sp|Q9BRQ4|CF300_HUMAN
isogroup267173	sp|Q6IMK3|DJC27_DANRE
isogroup267176	sp|Q9SX29|CLPS1_ARATH
isogroup267179	sp|Q5E9S9|S38A5_BOVIN
isogroup267192	sp|Q09788|ASL1_SCHPO
isogroup267195	sp|Q7XVN7|DJC43_ORYSJ
isogroup267198	sp|Q08CH7|RS10B_DANRE
isogroup267202	sp|P13395|SPTCA_DROME
isogroup267204	sp|B3PGJ1|AGAL_CELJU
isogroup267216	sp|Q99PG2|OGFR_MOUSE
isogroup267217	sp|P11766|ADHX_HUMAN
isogroup26722	sp|Q9I4V0|NQRED_PSEAE
isogroup267223	sp|C0ZKW2|RIBBA_BREBN
isogroup267228	sp|P37709|TRHY_RABIT
isogroup267231	sp|Q9CQL0|MT21A_MOUSE
isogroup267244	sp|Q3T077|TPPP2_BOVIN
isogroup267248	sp|Q5U3Y5|SFT2A_RAT
isogroup267256	sp|Q9LXI4|PPA21_ARATH
isogroup267260	sp|P36216|MTC1_PBCVI
isogroup267262	sp|Q54PV7|EIF2A_DICDI
isogroup267272	sp|A4R2R1|NST1_MAGO7
isogroup267273	sp|Q08378|GOGA3_HUMAN
isogroup267275	sp|Q59KI0|UGP1_CANAL
isogroup267276	sp|A4IJ15|CFA97_XENTR
isogroup267278	sp|Q6P2U9|CSN3_DANRE
isogroup267281	sp|Q5JXM2|MET24_HUMAN
isogroup267285	sp|Q54NC1|NCB5R_DICDI
isogroup267292	sp|O64730|P2C26_ARATH
isogroup267317	sp|Q7Z6W7|DNJB7_HUMAN
isogroup267324	sp|Q5YLM1|DGLA_RAT
isogroup267326	sp|P80028|TRXH_CHLRE
isogroup267327	sp|Q8VD72|TTC8_MOUSE
isogroup267328	sp|A6NMK7|CPS4L_HUMAN
isogroup267329	sp|Q9XGZ9|P2C72_ARATH
isogroup267332	sp|Q9VWS2|NUP35_DROME
isogroup267335	sp|O64527|Y1926_ARATH
isogroup267336	sp|O80845|PX11D_ARATH
isogroup267343	sp|Q96FL8|S47A1_HUMAN
isogroup267344	sp|Q8GWI5|Y4826_ARATH
isogroup267351	sp|Q8LPN7|RNG1L_ARATH
isogroup267359	sp|Q6URW6|MYH14_MOUSE
isogroup26736	sp|Q9QYI3|DNJC7_MOUSE
isogroup267365	sp|Q866F4|ADCYA_RABIT
isogroup267369	sp|Q08CJ7|ARSK_DANRE
isogroup267371	sp|Q6K641|IF4G2_ORYSJ
isogroup267375	sp|Q9FNU2|AB25B_ORYSJ
isogroup267376	sp|Q45099|CSPD_BACCE
isogroup267383	sp|Q8F983|EFG_LEPIN
isogroup267385	sp|Q38V12|PHNX_LACSS
isogroup267388	sp|Q6AYK6|CYBP_RAT
isogroup267390	sp|P34117|CDK5_DICDI
isogroup267405	sp|F4JTP5|STY46_ARATH
isogroup267406	sp|Q9LMT2|PAPS1_ARATH
isogroup267409	sp|P49193|RALB_TODPA
isogroup267410	sp|Q9V438|PDIA6_DROME
isogroup267414	sp|Q09137|AAPK2_RAT
isogroup267422	sp|P73068|RUBR_SYNY3
isogroup267423	sp|Q8R1T4|S35A3_MOUSE
isogroup267424	sp|P38545|RAN_PLAFA
isogroup267432	sp|P37662|YHJX_ECOLI
isogroup267433	sp|Q3A947|ATPE_CARHZ
isogroup267436	sp|Q03606|YN02_CAEEL
isogroup267441	sp|P07463|CALM_PARTE
isogroup267442	sp|Q9FK51|AGLUP_ARATH
isogroup267445	sp|Q9XHZ8|Y1178_ARATH
isogroup267448	sp|O80513|CCU41_ARATH
isogroup267458	sp|Q8CIN6|CELF3_MOUSE
isogroup267460	sp|P38555|YPT31_YEAST
isogroup267465	sp|Q0JKV1|AKT1_ORYSJ
isogroup267471	sp|Q5JMR9|TRXY_ORYSJ
isogroup267473	sp|O88554|PARP2_MOUSE
isogroup267477	sp|Q4R3A0|TPPP2_MACFA
isogroup267478	sp|Q2TBV3|ETFB_BOVIN
isogroup267484	sp|Q7T312|CCD25_DANRE
isogroup267491	sp|Q3UQI9|MINY4_MOUSE
isogroup267492	sp|Q9P2L0|WDR35_HUMAN
isogroup267496	sp|O14121|NDH1_SCHPO
isogroup267497	sp|Q8YSI2|PROB_NOSS1
isogroup267498	sp|P04630|CALL_CAEEL
isogroup267499	sp|Q86AQ7|VAM7B_DICDI
isogroup26750	sp|Q00808|HETE1_PODAS
isogroup267508	sp|Q9CR60|GOT1B_MOUSE
isogroup267514	sp|Q6AXR5|S35A3_RAT
isogroup267528	sp|P46757|RT08_ACACA
isogroup267535	sp|Q9DAN9|CF97D_MOUSE
isogroup267537	sp|Q9CQ33|LZTR1_MOUSE
isogroup267540	sp|P14173|DDC_RAT
isogroup267547	sp|Q550A8|ATG3_DICDI
isogroup267548	sp|Q9VFP2|RDX_DROME
isogroup267555	sp|Q6H7U5|CIPKQ_ORYSJ
isogroup267557	sp|Q6AUG0|U2AFB_ORYSJ
isogroup26756	sp|Q6N063|OGFD2_HUMAN
isogroup267585	sp|Q9FMX6|DJC76_ARATH
isogroup267588	sp|Q9FMM4|RHG1A_ARATH
isogroup267599	sp|Q9CIX2|UNG_LACLA
isogroup267600	sp|O94673|YG75_SCHPO
isogroup267603	sp|Q80XJ3|TTC28_MOUSE
isogroup267609	sp|P45369|THIL_ALLVD
isogroup267611	sp|Q3TZ65|OD3L2_MOUSE
isogroup267616	sp|O22165|RLP24_ARATH
isogroup267618	sp|B1ZUS0|DNAJ_OPITP
isogroup267619	sp|Q08CG8|RNF44_DANRE
isogroup267624	sp|Q7L0R7|RNF44_HUMAN
isogroup267625	sp|Q8H136|RH14_ARATH
isogroup267626	sp|Q9CWR2|SMYD3_MOUSE
isogroup267629	sp|Q6PN98|CATZ_ONCVO
isogroup267631	sp|P50433|GLYM_SOLTU
isogroup267632	sp|Q6PH85|DCNL2_HUMAN
isogroup267633	sp|Q6H8D6|COB23_ORYSJ
isogroup267636	sp|Q28IQ9|CIRBP_XENTR
isogroup267640	sp|Q869Q0|Y4527_DICDI
isogroup267643	sp|Q63486|RRAGA_RAT
isogroup267648	sp|P54689|ILVE_HAEIN
isogroup267650	sp|Q9UPV0|CE164_HUMAN
isogroup267656	sp|Q9SFB8|PI5K6_ARATH
isogroup267657	sp|Q86WI3|NLRC5_HUMAN
isogroup267663	sp|P94396|YCGS_BACSU
isogroup267668	sp|Q08DT6|RM47_BOVIN
isogroup267672	sp|Q76P23|PM34_DICDI
isogroup267677	sp|Q9FBX1|Y7813_STRCO
isogroup267680	sp|Q28HE5|S38A6_XENTR
isogroup267681	sp|P06197|PIS_YEAST
isogroup267685	sp|Q9M2F9|RH52_ARATH
isogroup267688	sp|Q8LBN7|COSA_ARATH
isogroup267694	sp|Q803I2|ERGI3_DANRE
isogroup267699	sp|Q6ZFZ4|DEK1_ORYSJ
isogroup267711	sp|B3DH20|TILB_DANRE
isogroup267712	sp|Q8W485|Y5010_ARATH
isogroup267714	sp|O14325|YB7A_SCHPO
isogroup267717	sp|Q9EQW7|KI13A_MOUSE
isogroup267718	sp|P34899|GLYM_PEA
isogroup267727	sp|P92964|SRS31_ARATH
isogroup267736	sp|Q75C39|DBP5_ASHGO
isogroup267743	sp|Q9Z255|UBE2A_MOUSE
isogroup267744	sp|Q5GF25|MANEA_RAT
isogroup267748	sp|Q9VL78|FKB59_DROME
isogroup267749	sp|Q86JP3|RAB5A_DICDI
isogroup267758	sp|Q8LPF4|AVT1E_ARATH
isogroup267762	sp|P27484|GRP2_NICSY
isogroup267765	sp|Q09571|YRD1_CAEEL
isogroup267766	sp|Q6GL10|AB17C_XENTR
isogroup267778	sp|Q9USW3|YHZ7_SCHPO
isogroup267785	sp|Q9D0R4|DDX56_MOUSE
isogroup267790	sp|Q9ZME5|DCDA_HELPJ
isogroup267793	sp|Q2R1Z5|CML6_ORYSJ
isogroup267797	sp|Q9SWH4|SYP42_ARATH
isogroup267801	sp|Q9LFH6|LUL2_ARATH
isogroup267815	sp|O09053|WRN_MOUSE
isogroup267817	sp|Q42290|MPPB_ARATH
isogroup267831	sp|P79083|EIF3I_SCHPO
isogroup267845	sp|Q9QR71|LANA1_HHV8P
isogroup267849	sp|P47075|VTC4_YEAST
isogroup267854	sp|Q8L796|PI5K2_ARATH
isogroup267858	sp|Q2QVG9|CLPC2_ORYSJ
isogroup267864	sp|Q57664|GALE_METJA
isogroup267868	sp|P47194|SYB_DORPE
isogroup267875	sp|Q5Z859|MPK4_ORYSJ
isogroup267886	sp|B5X3W7|CTL2_SALSA
isogroup267892	sp|Q9SB68|ADPRM_ARATH
isogroup267895	sp|P38994|MSS4_YEAST
isogroup267907	sp|Q8BWQ5|DCLK3_MOUSE
isogroup267908	sp|Q8NA82|MARHA_HUMAN
isogroup267909	sp|P31592|GLNA3_RHILP
isogroup267910	sp|P39398|LGOT_ECOLI
isogroup267924	sp|Q9SJT1|SAE2_ARATH
isogroup267926	sp|Q6PBE2|SPF27_XENTR
isogroup267927	sp|O88658|KIF1B_RAT
isogroup267935	sp|Q7UZU9|RL23_PROMP
isogroup267937	sp|Q9D6P8|CALL3_MOUSE
isogroup267940	sp|Q9C942|CSE_ARATH
isogroup267950	sp|Q6ZCX3|FH6_ORYSJ
isogroup267952	sp|Q9FYA6|BCAT5_ARATH
isogroup267954	sp|Q14203|DCTN1_HUMAN
isogroup267955	sp|Q9CRA4|MSMO1_MOUSE
isogroup267956	sp|Q8MKD1|UBB_HORSE
isogroup267957	sp|O31398|YKWD_BACSU
isogroup267972	sp|Q9NKV0|MLF_DROME
isogroup267982	sp|Q38998|AKT1_ARATH
isogroup267984	sp|Q75LD5|CASTO_ORYSJ
isogroup267988	sp|A7RWD2|CIAO1_NEMVE
isogroup267990	sp|P96554|Y319_MYXXA
isogroup267997	sp|Q9FRL8|DHAR2_ARATH
isogroup268005	sp|Q99323|MYSN_DROME
isogroup268013	sp|Q5ZIW5|VAC14_CHICK
isogroup268014	sp|Q0UWA6|DED1_PHANO
isogroup268017	sp|O60103|DOA10_SCHPO
isogroup268018	sp|O82261|DEGP2_ARATH
isogroup268019	sp|Q9ZV69|AXL1_ARATH
isogroup268020	sp|B4SUV7|KEFB_SALNS
isogroup268042	sp|O94673|YG75_SCHPO
isogroup268049	sp|Q8R5Q4|HIS8_CALS4
isogroup268063	sp|Q940M4|OCT7_ARATH
isogroup268076	sp|Q6EUK7|PUB04_ORYSJ
isogroup268078	sp|A5D7H3|CTL2_BOVIN
isogroup268081	sp|P28178|PK2_DICDI
isogroup268083	sp|Q9VD28|JMJD6_DROME
isogroup268084	sp|Q7RTR2|NLRC3_HUMAN
isogroup268090	sp|Q9P3T4|DENR_NEUCR
isogroup268094	sp|Q9XI84|RBCMT_ARATH
isogroup268098	sp|Q5R6Q2|STX6_PONAB
isogroup268103	sp|Q6L8H4|KRA51_HUMAN
isogroup268112	sp|Q54LN4|GGHA_DICDI
isogroup268116	sp|Q9H6Z4|RANB3_HUMAN
isogroup268119	sp|Q9P0L2|MARK1_HUMAN
isogroup268121	sp|Q8LES0|ROCK1_ARATH
isogroup268127	sp|Q11208|PARP_SARPE
isogroup268132	sp|Q9AKH1|FER2_RICRI
isogroup268135	sp|Q9FZH5|MPI2_ARATH
isogroup268139	sp|O02494|IF4A_CRYPV
isogroup268140	sp|H3JU05|SRGT1_CHLRE
isogroup268143	sp|Q6FL84|ASF1_CANGA
isogroup268144	sp|Q92953|KCNB2_HUMAN
isogroup268150	sp|Q8LDL0|HHL1_ARATH
isogroup268172	sp|O14018|SYSC_SCHPO
isogroup268178	sp|Q8YRI1|YY46_NOSS1
isogroup268186	sp|Q54M64|NUDC_DICDI
isogroup268189	sp|Q8K2H6|APC10_MOUSE
isogroup268192	sp|Q9Z2I7|SVOP_RAT
isogroup268195	sp|A2AWA9|RBGP1_MOUSE
isogroup268196	sp|Q7T0Q3|R126A_XENLA
isogroup268198	sp|Q05973|SCN1_HETBL
isogroup268202	sp|Q9GPM4|PGK_DICDI
isogroup268205	sp|Q9SA35|ALIS4_ARATH
isogroup268208	sp|Q8RY89|PI5K8_ARATH
isogroup268212	sp|Q9QZU7|BODG_RAT
isogroup268215	sp|B3DHU2|TMM65_DANRE
isogroup268221	sp|G5E8K5|ANK3_MOUSE
isogroup268228	sp|Q8C2K1|DEFI6_MOUSE
isogroup268231	sp|O44017|ERD2_ENTHI
isogroup268251	sp|Q495B1|AKD1A_HUMAN
isogroup268252	sp|Q8UVD9|FUBP2_CHICK
isogroup268254	sp|Q3ZBT5|STX7_BOVIN
isogroup268255	sp|P49097|CYB5_CUSRE
isogroup268257	sp|Q5PPV2|TEKT4_XENLA
isogroup268259	sp|Q9SRK7|AZG1_ARATH
isogroup268260	sp|Q9I6Q3|PCAK_PSEAE
isogroup268273	sp|P50694|TLP_PRUAV
isogroup268282	sp|F4ICD9|SC31A_ARATH
isogroup268288	sp|Q9LUF2|HSD4B_ARATH
isogroup268295	sp|Q40296|FCPB_MACPY
isogroup268296	sp|Q54MH0|FHKD_DICDI
isogroup268314	sp|P79060|SUI1_SCHPO
isogroup268316	sp|Q84L08|GFT1_ARATH
isogroup268325	sp|Q9H0A6|RNF32_HUMAN
isogroup268328	sp|O13941|YEPB_SCHPO
isogroup268330	sp|Q9ZWT2|CYB5D_ARATH
isogroup268331	sp|Q86KL4|MCTS1_DICDI
isogroup268336	sp|Q6K641|IF4G2_ORYSJ
isogroup268348	sp|Q9C9G4|ENDO2_ARATH
isogroup268349	sp|Q9M571|PEAMT_SPIOL
isogroup268350	sp|P52493|UBC2_NEUCR
isogroup268363	sp|Q9Y2E8|SL9A8_HUMAN
isogroup268369	sp|Q16537|2A5E_HUMAN
isogroup268371	sp|P31541|CLPAA_SOLLC
isogroup268372	sp|P04147|PABP_YEAST
isogroup268391	sp|Q9TL18|RK2_NEPOL
isogroup268394	sp|P08640|FLO11_YEAST
isogroup268396	sp|Q4G398|ATPD_EMIHU
isogroup268404	sp|Q9M9G6|CTF64_ARATH
isogroup268422	sp|Q9VBP3|TNKS_DROME
isogroup268424	sp|Q923G2|RPAB3_MOUSE
isogroup268427	sp|A1S1Z8|TRMA_SHEAM
isogroup268431	sp|Q54KA7|SECG_DICDI
isogroup268433	sp|D0E8I5|PHNZ_UNCHF
isogroup268435	sp|Q8JFF3|MKRN1_SERQU
isogroup268436	sp|P82186|GUN_MYTED
isogroup268440	sp|Q39EH1|Y5551_BURL3
isogroup268446	sp|Q0WSF1|AL221_ARATH
isogroup268447	sp|Q8BG40|KTNB1_MOUSE
isogroup268456	sp|O59952|LIP_THELA
isogroup268461	sp|Q9U1S7|PKD2_CAEEL
