isogroup100038	Q1ZXK2
isogroup2399659	Q9SIC9
isogroup239986	P54736
isogroup239997	O54898
isogroup24000	Q42093
isogroup240003	Q14674
isogroup240013	Q32L00
isogroup2400130	Q32L00
isogroup2400132	Q32L00
isogroup2400134	Q32L00
isogroup240019	Q6K641
isogroup240022	Q13563
isogroup240038	Q0D5R3
isogroup240044	Q9AYU0
isogroup240050	P22105
isogroup240058	Q99466
isogroup240063	D3ZBM7
isogroup240069	Q6PFX9
isogroup240168	Q5UPD4
isogroup240173	Q3TTY0
isogroup240183	Q9FNU2
isogroup24019	Q9LJX4
isogroup240193	P36841
isogroup240218	Q9Y238
isogroup240250	E9AE57
isogroup240251	Q84MH1
isogroup240263	P0C870
isogroup240282	P25386
isogroup240286	Q5ZL21
isogroup240287	Q54LN2
isogroup240293	Q6PG34
isogroup240314	P42525
isogroup240343	Q9H1A4
isogroup240368	Q40532
isogroup240404	Q9H6R4
isogroup240411	Q5FWF4
isogroup240442	Q8NK02
isogroup240448	Q5ZLF0
isogroup24050	Q18CI2
isogroup240500	P9WPJ9
isogroup240511	Q6NZL8
isogroup2405110	Q6NZL8
isogroup2405111	Q6NZL8
isogroup2405112	Q6NZL8
isogroup2405115	Q6NZL8
isogroup2405116	Q6NZL8
isogroup2405118	Q6NZL8
isogroup2405119	Q6NZL8
isogroup240533	D4AR77
isogroup240536	Q9HFY6
isogroup240539	Q04836
isogroup240556	Q1QEC2
isogroup240573	Q9LV16
isogroup240611	O78516
isogroup240634	P80483
isogroup240667	A7PZL3
isogroup240679	Q5BKC6
isogroup240695	P06882
isogroup240707	Q5ATG5
isogroup2407070	Q5ATG5
isogroup2407071	Q5ATG5
isogroup2407072	Q5ATG5
isogroup2407073	Q5ATG5
isogroup2407074	Q5ATG5
isogroup2407075	Q5ATG5
isogroup2407076	Q5ATG5
isogroup2407077	Q5ATG5
isogroup2407078	Q5ATG5
isogroup2407079	Q5ATG5
isogroup240737	Q6NXD8
isogroup240740	Q84J46
isogroup240747	Q8IVF4
isogroup240751	Q6ZFZ4
isogroup240759	Q02028
isogroup240784	Q9CZD3
isogroup240799	P0AC91
isogroup240803	Q9Z321
isogroup24083	Q21221
isogroup240867	Q80T79
isogroup240926	Q40412
isogroup240934	Q9W6F9
isogroup240935	Q6URW6
isogroup240950	Q99JH1
isogroup240958	Q69LX2
isogroup240978	Q3UES3
isogroup240998	P27643
isogroup241008	Q5SUV2
isogroup241038	Q9D7R7
isogroup241072	Q99NH0
isogroup241085	P08976
isogroup2410850	P08976
isogroup2410851	P27521
isogroup2410852	P27521
isogroup241134	P25776
isogroup241175	Q04893
isogroup241208	O59952
isogroup241219	Q7XR46
isogroup241228	P08201
isogroup241231	Q54AX5
isogroup241237	Q9C026
isogroup24124	F2Z461
isogroup241243	O34627
isogroup241244	O82659
isogroup241256	P38149
isogroup241267	P51574
isogroup241269	P40806
isogroup2412692	O31782
isogroup2412695	P40806
isogroup241282	Q38970
isogroup241291	Q42510
isogroup241303	H2LRU7
isogroup241308	Q31JJ8
isogroup241309	C7EXK4
isogroup2413335	Q3UX43
isogroup241348	Q87NG3
isogroup241377	P23098
isogroup2413770	Q39565
isogroup24137703	Q39565
isogroup24137704	Q39565
isogroup24137705	P23098
isogroup24137706	P23098
isogroup24137708	P23098
isogroup2413771	P23098
isogroup24137710	Q9UFH2
isogroup24137712	P23098
isogroup24137713	P23098
isogroup24137714	P23098
isogroup24137715	P23098
isogroup24137718	P23098
isogroup24137719	P23098
isogroup2413772	P23098
isogroup24137723	P23098
isogroup24137725	Q69Z23
isogroup24137726	P23098
isogroup24137727	Q39565
isogroup24137728	P23098
isogroup24137729	P23098
isogroup2413773	P23098
isogroup24137733	Q39565
isogroup24137738	P23098
isogroup2413774	P23098
isogroup24137740	P23098
isogroup24137746	P23098
isogroup24137749	P23098
isogroup24137751	P23098
isogroup24137755	P23098
isogroup2413776	P23098
isogroup2413777	Q39565
isogroup24137771	P23098
isogroup24137772	P23098
isogroup2413778	Q39565
isogroup2413779	P23098
isogroup24137791	P23098
isogroup24137794	P23098
isogroup24137798	P23098
isogroup241380	P49008
isogroup24141	P02981
isogroup241411	B1AQJ2
isogroup241437	Q21795
isogroup241444	Q7TXL7
isogroup241465	F4HPZ9
isogroup241475	P54375
isogroup241489	P46436
isogroup241496	Q27171
isogroup241510	E1BVR9
isogroup241575	O74976
isogroup241602	Q9VBP3
isogroup2416020	Q9VBP3
isogroup2416021	Q9VBP3
isogroup2416023	Q9VBP3
isogroup2416026	Q9VBP3
isogroup2416027	Q9VBP3
isogroup2416029	Q9VBP3
isogroup241607	Q9JK25
isogroup241637	P47808
isogroup241732	P00110
isogroup241734	P43524
isogroup241779	Q9D9T8
isogroup241870	C0H691
isogroup241890	Q9M1C7
isogroup241897	Q8MZS4
isogroup24191	Q94A76
isogroup241962	A0A125S9M5
isogroup241982	Q9LY82
isogroup242045	P50648
isogroup242047	Q9SRK7
isogroup242055	Q5Z974
isogroup242058	Q4P3I9
isogroup242064	Q06572
isogroup242087	Q94AW8
isogroup242095	E9Q7E2
isogroup242105	Q9A9H3
isogroup242107	O93927
isogroup2421070	O93927
isogroup2421071	O93927
isogroup2421072	O93927
isogroup2421073	O93927
isogroup2421074	O93927
isogroup2421075	O93927
isogroup2421076	O93927
isogroup2421077	O93927
isogroup24213	Q9ZGI5
isogroup242131	Q9SIC9
isogroup2421310	Q9SIC9
isogroup2421311	Q9SIC9
isogroup2421312	Q9SIC9
isogroup2421313	Q9SIC9
isogroup2421314	Q9SIC9
isogroup2421315	Q9SIC9
isogroup2421316	Q9SIC9
isogroup2421317	Q9SIC9
isogroup2421319	Q9SIC9
isogroup242134	P47973
isogroup242203	Q49XT0
isogroup2422030	Q49XT0
isogroup2422031	P50889
isogroup242275	P14735
isogroup2422750	P14735
isogroup2422751	P22817
isogroup2422752	P14735
isogroup2422753	P22817
isogroup2422754	P14735
isogroup2422755	P35559
isogroup2422756	P35559
isogroup242286	Q9FDW8
isogroup242312	P0AE94
isogroup242315	Q2RMD6
isogroup242357	Q9MZS1
isogroup242359	P63872
isogroup242378	Q7RTR2
isogroup242381	P22944
isogroup242391	P9WQE7
isogroup242397	Q8VXP3
isogroup2423970	Q8VZE7
isogroup2423971	Q8VZE7
isogroup2423972	Q8VXP3
isogroup24243	O13318
isogroup242432	C0LGQ9
isogroup2424320	C0LGQ9
isogroup2424321	C0LGQ9
isogroup2424322	C0LGQ9
isogroup242439	Q39609
isogroup242503	Q01484
isogroup242521	F4ILY9
isogroup242525	P15178
isogroup242532	A0JM23
isogroup2425320	A0JM23
isogroup2425322	P0CI65
isogroup2425861	Q9SIC9
isogroup2425867	Q9SIC9
isogroup2425868	Q9SIC9
isogroup2425869	Q9SIC9
isogroup242599	Q40300
isogroup2425990	Q40300
isogroup2425991	Q40300
isogroup2425992	Q40296
isogroup2425993	Q40300
isogroup2425994	Q40300
isogroup2425995	Q40300
isogroup2425996	Q40300
isogroup2425997	Q39709
isogroup2425998	Q40296
isogroup2425999	Q40296
isogroup242633	Q9JKA7
isogroup242646	O96064
isogroup242648	P47973
isogroup242679	P35084
isogroup242704	Q00328
isogroup24271	P35125
isogroup242731	Q766Z3
isogroup2427311	Q766Z3
isogroup2427313	Q766Z3
isogroup2427314	Q766Z3
isogroup2427315	Q766Z3
isogroup2427317	Q766Z3
isogroup242739	Q5UQE9
isogroup24275	Q4U2R1
isogroup242762	Q62220
isogroup242785	Q5U5Z8
isogroup242793	P0DJ19
isogroup242841	P39524
isogroup242896	Q90YR8
isogroup242907	P55577
isogroup2429070	P55577
isogroup2429071	P55577
isogroup2429074	P55577
isogroup2429075	P55577
isogroup2429076	P55577
isogroup2429077	P55577
isogroup2429078	P55577
isogroup2429079	P55577
isogroup242941	Q6QIY3
isogroup242962	Q4A127
isogroup2429621	Q4A127
isogroup2429622	Q60295
isogroup2429624	Q60295
isogroup2429625	Q60295
isogroup2429626	Q60295
isogroup2429627	Q60295
isogroup2429629	Q60295
isogroup24300	Q6M9M7
isogroup243001	P29513
isogroup24301	Q9FNM7
isogroup2431391	Q9FJE6
isogroup2431394	Q9FJE6
isogroup24313941	Q9FJE6
isogroup243152	Q54QE8
isogroup2431520	Q54QE8
isogroup2431521	Q54QE8
isogroup2431522	Q54QE8
isogroup2431523	Q54QE8
isogroup2431524	Q54QE8
isogroup2431525	Q54QE8
isogroup2431526	Q54QE8
isogroup2431529	Q54QE8
isogroup243161	A2AQP0
isogroup243209	P30427
isogroup243247	P40862
isogroup243248	Q93Y08
isogroup243249	Q59754
isogroup243270	Q73E41
isogroup243272	A7E2V1
isogroup24338	O67124
isogroup243385	Q94IN5
isogroup243449	Q5NVI6
isogroup243452	P0C7B7
isogroup243469	Q9BAE0
isogroup243497	Q9CQ52
isogroup2435	Q5JEK6
isogroup243557	P59968
isogroup2435570	P59968
isogroup2435571	P59968
isogroup2435572	P59968
isogroup2435575	P59968
isogroup2435578	P59968
isogroup24356	Q7XSQ5
isogroup243599	Q8IW19
isogroup243676	Q54C32
isogroup2436760	Q54C32
isogroup2436762	Q54C32
isogroup2436763	Q54C32
isogroup2436764	Q54FD8
isogroup2436765	Q6PCJ1
isogroup2436766	Q54C32
isogroup2436767	Q54FD8
isogroup2436769	Q54C32
isogroup243686	Q0VAA2
isogroup243740	Q3V3N7
isogroup243747	G0S9J5
isogroup243757	O15865
isogroup243765	Q0V9R3
isogroup243772	Q9MA87
isogroup243807	O60840
isogroup243838	Q96UY1
isogroup243903	Q8Q0U0
isogroup2439030	Q502K3
isogroup2439031	P53355
isogroup2439032	P57078
isogroup2439033	P57078
isogroup2439034	Q502K3
isogroup2439037	P57078
isogroup2439039	Q502K3
isogroup243911	Q92IC3
isogroup2439110	Q92IC3
isogroup2439112	Q92IC3
isogroup2439113	Q92IC3
isogroup2439115	Q92IC3
isogroup2439116	Q92IC3
isogroup2439117	Q92IC3
isogroup2439118	Q92IC3
isogroup2439119	Q92IC3
isogroup243967	Q8YRU9
isogroup243990	P12853
isogroup243998	Q5DW34
isogroup244001	Q50KB1
isogroup244006	Q56YP2
isogroup244010	A7PQS0
isogroup244020	Q5F478
isogroup244021	Q9SBI0
isogroup24403	Q00646
isogroup244050	P9WPJ9
isogroup2440500	P9WPJ9
isogroup244097	O35134
isogroup244160	Q6YPG5
isogroup244230	Q5UPD4
isogroup244236	O74349
isogroup2442430	Q7VTK4
isogroup2442434	Q7VTK4
isogroup2442438	Q7VTK4
isogroup244253	D1KF50
isogroup244262	Q8RWB8
isogroup244308	Q8G0E8
isogroup244316	O13755
isogroup2443160	O13755
isogroup2443161	O13755
isogroup2443162	O13755
isogroup2443163	O13755
isogroup2443164	O13755
isogroup2443165	O13755
isogroup2443166	O13755
isogroup2443167	O13755
isogroup2443168	O13755
isogroup2443169	O13755
isogroup244342	O54898
isogroup2443420	O54898
isogroup24434200	O54898
isogroup24434204	P11369
isogroup24434205	O54898
isogroup24434206	O54898
isogroup2443421	O54898
isogroup24434210	O54898
isogroup24434212	O54898
isogroup24434213	P11369
isogroup24434214	P11369
isogroup24434219	O54898
isogroup2443422	O54898
isogroup24434224	P11369
isogroup2443423	O54898
isogroup2443424	Q9Z0Y8
isogroup2443425	O54898
isogroup2443426	O54898
isogroup2443427	O43497
isogroup2443428	O54898
isogroup2443429	O54898
isogroup244365	Q03168
isogroup244406	Q07429
isogroup2444060	A1L0Y2
isogroup2444062	A1L0Y2
isogroup2444066	A1L0Y2
isogroup2444069	A1L0Y2
isogroup244442	Q9NR21
isogroup2444420	Q9NR21
isogroup2444421	Q9H0J9
isogroup2444422	Q9NR21
isogroup2444423	Q9NR21
isogroup2444426	Q9NR21
isogroup244446	P31006
isogroup244450	Q84MH1
isogroup244486	P09889
isogroup244489	Q40300
isogroup244498	P18493
isogroup244505	P26302
isogroup2445050	P26302
isogroup244525	Q9NVR0
isogroup244534	Q5E9N9
isogroup24454	Q5RKH1
isogroup244607	Q40300
isogroup2446070	Q40300
isogroup244626	O00909
isogroup244693	P56255
isogroup244694	Q5R9A7
isogroup244714	A0A0M5K865
isogroup244715	Q6K8S7
isogroup2447152	Q6K8S7
isogroup2447155	Q6K8S7
isogroup244719	B4EYY4
isogroup244736	Q1ZXK2
isogroup244779	Q50568
isogroup244786	P24733
isogroup2447867	Q8IUD2
isogroup2447868	P24733
isogroup244835	Q5UPD4
isogroup2448350	Q5UPD4
isogroup2448353	Q5UPD4
isogroup244872	Q9D9Q0
isogroup244894	Q87N15
isogroup244909	D5C1K8
isogroup2449091	D5C1K8
isogroup2449092	D5C1K8
isogroup2449093	D5C1K8
isogroup2449094	D5C1K8
isogroup2449095	D5C1K8
isogroup24497	Q92113
isogroup244981	Q30SM6
isogroup24506	O78516
isogroup245172	P0C6B8
isogroup245180	Q99MN1
isogroup2451800	P37879
isogroup245181	A3KFU9
isogroup245216	Q9ZW06
isogroup245262	Q54RD6
isogroup245336	O43050
isogroup245347	Q4U2R1
isogroup2453475	Q4U2R1
isogroup245415	Q5VJS5
isogroup245423	Q8NFD2
isogroup245428	Q9CZK6
isogroup245431	Q02357
isogroup2454499	Q4U2R1
isogroup245471	Q8BL66
isogroup2454790	Q15149
isogroup2454791	Q15149
isogroup245483	Q93ZQ5
isogroup245501	P23098
isogroup24552	Q76E23
isogroup245657	Q8IWY4
isogroup245674	Q9LD55
isogroup245697	Q7EZD7
isogroup245732	G5E8K5
isogroup245736	G0S9J5
isogroup2457360	G0S9J5
isogroup245804	Q0P4Y8
isogroup245808	Q07429
isogroup2458241	Q8GY23
isogroup2458244	Q8H0T4
isogroup245852	Q59754
isogroup245859	Q23716
isogroup245875	O31853
isogroup245903	Q45826
isogroup245934	Q5AG46
isogroup2459340	Q5AG46
isogroup2459341	Q5AG46
isogroup2459342	Q5AG46
isogroup2459343	Q5AG46
isogroup2459345	Q9QYX7
isogroup2459346	Q5AG46
isogroup2459348	Q5AG46
isogroup2459349	Q5AG46
isogroup245937	Q5ENN5
isogroup2459370	Q5ENN5
isogroup2459372	Q5ENN5
isogroup2459373	Q5ENN5
isogroup245962	Q21268
isogroup2459620	Q8S1Y9
isogroup2459621	Q8S1Y9
isogroup2459622	Q8S1Y9
isogroup2459623	Q8S1Y9
isogroup2459624	Q8S1Y9
isogroup2459625	Q8S1Y9
isogroup2459626	Q8S1Y9
isogroup2459627	Q8S1Y9
isogroup2459628	Q8S1Y9
isogroup2459629	Q8S1Y9
isogroup245965	Q39493
isogroup246013	Q59754
isogroup246055	Q40300
isogroup246079	P18754
isogroup246134	P08965
isogroup246183	P09110
isogroup2461830	P09110
isogroup2461831	P09110
isogroup2461832	P09110
isogroup2461833	P09110
isogroup2461834	P09110
isogroup2461835	P09110
isogroup2461836	P21775
isogroup2461837	Q8VCH0
isogroup2461838	P09110
isogroup2461839	P21775
isogroup246201	F1DBA9
isogroup246218	P62288
isogroup246280	Q4A0V8
isogroup246285	Q55185
isogroup246290	Q9LJU7
isogroup2462900	Q9LJU7
isogroup2462902	Q9LJU7
isogroup2462905	Q9LJU7
isogroup2462909	Q9LJU7
isogroup2463059	D3KCC4
isogroup246322	O65352
isogroup246447	Q6GLW1
isogroup246453	F4JXF9
isogroup246490	P18910
isogroup2464900	P16066
isogroup2464901	Q9GYQ4
isogroup2464902	P16066
isogroup2464904	P18910
isogroup2464905	Q86C56
isogroup2464906	P22717
isogroup2464907	P22717
isogroup246534	Q9D0T2
isogroup24655	Q08480
isogroup246558	Q73E41
isogroup2465580	O34431
isogroup2465581	O34431
isogroup2465582	O34431
isogroup2465583	O34431
isogroup2465584	Q73E41
isogroup2465585	Q73E41
isogroup2465586	O34431
isogroup2465587	O34431
isogroup2465588	O34431
isogroup2465589	Q73E41
isogroup24656	A8IHV3
isogroup246633	Q9PBB2
isogroup246644	Q4LDE5
isogroup246665	Q55GD2
isogroup246683	Q6GDH2
isogroup24668301	Q6GDH2
isogroup24668306	Q6GDH2
isogroup24668307	Q6GDH2
isogroup24668308	Q6GDH2
isogroup24668309	Q6GDH2
isogroup2466831	Q6GDH2
isogroup24668311	Q6GDH2
isogroup24668313	Q6GDH2
isogroup24668319	Q6GDH2
isogroup2466832	Q6GDH2
isogroup24668320	Q6GDH2
isogroup24668322	Q6GDH2
isogroup24668323	Q6GDH2
isogroup24668324	Q6GDH2
isogroup24668330	Q96QF7
isogroup24668331	Q96QF7
isogroup24668332	Q6GDH2
isogroup24668334	Q6GDH2
isogroup24668338	Q6GDH2
isogroup24668339	Q96QF7
isogroup2466834	Q6GDH2
isogroup24668340	Q6GDH2
isogroup24668341	Q6GDH2
isogroup24668345	Q6GDH2
isogroup24668346	Q6GDH2
isogroup2466835	Q6GDH2
isogroup24668350	Q96QF7
isogroup24668351	Q6GDH2
isogroup24668354	Q6GDH2
isogroup24668356	Q96QF7
isogroup24668359	Q6GDH2
isogroup2466836	Q6GDH2
isogroup24668362	Q6GDH2
isogroup24668365	Q6GDH2
isogroup24668369	Q6GDH2
isogroup2466837	Q96QF7
isogroup24668372	Q6GDH2
isogroup24668374	Q6GDH2
isogroup24668375	Q6GDH2
isogroup24668378	Q6GDH2
isogroup24668379	Q6GDH2
isogroup2466838	Q6GDH2
isogroup24668380	Q6GDH2
isogroup24668382	Q6GDH2
isogroup24668384	Q6GDH2
isogroup24668385	Q6GDH2
isogroup24668388	Q6GDH2
isogroup24668389	Q6GDH2
isogroup2466839	Q6GDH2
isogroup24668390	Q6GDH2
isogroup24668394	Q6GDH2
isogroup24668396	Q6GDH2
isogroup24668397	Q6GDH2
isogroup24668399	Q6GDH2
isogroup24669	P93107
isogroup246703	P98088
isogroup246713	Q9SUK9
isogroup2467130	Q9SUK9
isogroup2467131	Q9SUK9
isogroup2467132	Q9SUK9
isogroup2467136	Q9SUK9
isogroup2467137	Q339D2
isogroup24675	Q43843
isogroup24683	O81845
isogroup246859	Q96LZ3
isogroup24687	O48741
isogroup246881	Q89NW0
isogroup24692	Q96DI7
isogroup246920	P22944
isogroup246924	Q98FL2
isogroup246932	P59708
isogroup246934	O75179
isogroup246953	P50648
isogroup2469530	P50648
isogroup2469531	P50648
isogroup246993	Q5UQ09
isogroup24700	Q2KIU7
isogroup247020	Q2WGJ9
isogroup247081	Q9QR71
isogroup247203	O74970
isogroup247211	Q15075
isogroup247249	Q39709
isogroup2472490	Q39709
isogroup2472491	Q39709
isogroup2472492	Q39709
isogroup2472493	Q39709
isogroup2472494	Q39709
isogroup2472495	Q39709
isogroup2472496	Q39709
isogroup2472497	Q17938
isogroup2472498	Q17938
isogroup2472499	Q39709
isogroup247261	O48649
isogroup247286	P10246
isogroup247296	Q6DIZ8
isogroup247299	A2AVA0
isogroup247362	Q5ENN5
isogroup247386	Q14980
isogroup247399	Q9ULJ7
isogroup247410	Q1XDK1
isogroup247439	Q55DM5
isogroup247441	B1AVY7
isogroup247495	Q58A42
isogroup247509	P96155
isogroup247515	O01704
isogroup24753	P50107
isogroup247634	H2A0K6
isogroup2476343	H2A0K6
isogroup247665	A0JM56
isogroup247679	A8WRG3
isogroup247685	Q9SY14
isogroup24778	O80796
isogroup2477983	O34662
isogroup247908	Q863I4
isogroup247915	O14686
isogroup2479151	P0CD63
isogroup2479153	Q5DU56
isogroup2479157	P0CD63
isogroup2479158	P0CD63
isogroup2479159	Q5DU56
isogroup247981	P36841
isogroup248001	Q6IVV8
isogroup248036	P61207
isogroup248047	P21542
isogroup2480470	P21542
isogroup2480471	P21542
isogroup2480472	P21542
isogroup2480473	P21542
isogroup2480474	P21542
isogroup2480475	P21542
isogroup2480476	P21542
isogroup2480477	P21542
isogroup2480478	P21542
isogroup2480479	P21542
isogroup248071	Q8RWL6
isogroup248135	D4A2K4
isogroup2481352	D4A2K4
isogroup24816	P0AFS6
isogroup24819	Q6RCE1
isogroup248277	P27237
isogroup248313	O52402
isogroup248314	Q9C0G6
isogroup248330	P75863
isogroup248340	P22696
isogroup248347	B2RC85
isogroup248391	Q5RCB9
isogroup248511	Q9SIC9
isogroup2485111	Q9SIC9
isogroup2485114	Q8RWS8
isogroup2485115	Q9SIC9
isogroup248516	P36841
isogroup248530	Q5GLZ8
isogroup248535	Q9SQN2
isogroup248609	A6QPE7
isogroup248700	Q9SF40
isogroup248762	P9WI79
isogroup2487620	P9WI79
isogroup2487621	P9WI79
isogroup2487622	P9WI79
isogroup2487623	P9WI79
isogroup2487624	Q9CZ49
isogroup2487625	P9WI79
isogroup2487626	P9WI79
isogroup2487627	P9WI79
isogroup2487628	P9WI79
isogroup2487629	P9WI79
isogroup248776	Q6NXT1
isogroup248836	Q32TF8
isogroup248859	Q2EMV9
isogroup24887	Q8NI36
isogroup249054	Q5UQ40
isogroup2490540	Q5UQ40
isogroup2490541	Q5UQ40
isogroup2490542	Q5UQ40
isogroup2490544	Q5UQ40
isogroup249057	P22944
isogroup249071	P05307
isogroup249165	B9EJR8
isogroup249174	B9KFM5
isogroup2491745	B9KFM5
isogroup249180	P0C8H1
isogroup249243	Q505D1
isogroup249259	Q8WZ42
isogroup249269	P16884
isogroup249337	Q66PY1
isogroup2493371	Q14162
isogroup2493373	Q66PY1
isogroup249353	F2Z699
isogroup2493530	F2Z699
isogroup2493531	F2Z699
isogroup2493532	F2Z699
isogroup2493535	Q54NS8
isogroup2493538	Q54NS8
isogroup2493539	B2KWH9
isogroup24936	Q9UIJ5
isogroup24943	P0A962
isogroup249450	A1A5H6
isogroup249467	P9WQE1
isogroup249488	Q9P0X4
isogroup2495153	Q3URF8
isogroup249535	Q9MBF8
isogroup249567	Q54VI3
isogroup249685	Q9SMZ4
isogroup249794	Q94AA4
isogroup249818	O23254
isogroup249830	Q9XF61
isogroup249840	O14248
isogroup2498402	O14248
isogroup2498404	O14248
isogroup2498405	O14248
isogroup249843	Q5R9I5
isogroup249937	Q80SU7
isogroup249978	Q9P2D7
isogroup250005	Q568D2
isogroup25003	Q8H0W1
isogroup250033	Q9LPV5
isogroup250059	Q7Z494
isogroup2500590	P46822
isogroup2500591	P0CI65
isogroup2500597	Q6AZT7
isogroup25008	Q9SZ67
isogroup250084	Q09325
isogroup250119	A2VEC9
isogroup2501190	A2VEC9
isogroup2501191	A2VEC9
isogroup2501192	Q700K0
isogroup2501193	Q2PC93
isogroup2501194	A2VEC9
isogroup2501195	Q2PC93
isogroup2501196	A2VEC9
isogroup2501197	G5ECS8
isogroup2501198	Q2PC93
isogroup2501199	Q2PC93
isogroup250123	P55738
isogroup250134	O96423
isogroup25014	B0R0T1
isogroup250142	Q03460
isogroup2501422	O16140
isogroup2501424	Q9LV03
isogroup2501426	Q9LV03
isogroup2501427	Q9LV03
isogroup2501428	O16140
isogroup250161	Q8IWN7
isogroup2501611	Q8IWN7
isogroup2501613	Q8IWN7
isogroup2501614	Q8IWN7
isogroup2501615	Q8IWN7
isogroup250231	Q9LMA1
isogroup250270	P9WPJ9
isogroup2502704	P9WPJ9
isogroup250526	Q6F6B3
isogroup250584	Q5U430
isogroup250590	P28996
isogroup250629	O30409
isogroup25068	Q9SIC9
isogroup250766	Q06852
isogroup250854	Q49AR2
isogroup2509	Q9D2H2
isogroup250972	Q8WWF8
isogroup251030	Q4WRQ4
isogroup251138	F4IRU3
isogroup251153	Q0PAS0
isogroup251225	O59952
isogroup251253	Q93Y08
isogroup251334	Q2QVG8
isogroup25135	Q9Y7K1
isogroup251358	O34539
isogroup2513580	Q8JZZ0
isogroup2513581	O05496
isogroup2513582	Q8JZZ0
isogroup2513583	Q8JZZ0
isogroup2513584	Q8JZZ0
isogroup2513585	O34539
isogroup2513586	O05496
isogroup251432	Q54P92
isogroup251567	Q8C8R3
isogroup251592	Q5RF26
isogroup251595	P00175
isogroup251631	P79076
isogroup25164	P0DKC4
isogroup251665	Q23551
isogroup251806	P9WPJ9
isogroup2518062	P9WPJ9
isogroup2518064	P9WPJ9
isogroup251854	Q6C520
isogroup251884	P72935
isogroup251955	Q05921
isogroup252005	D4AZ24
isogroup2520050	D4AZ24
isogroup2520051	D4AZ24
isogroup2520052	D4AZ24
isogroup2520053	D4AZ24
isogroup2520054	D4AZ24
isogroup2520055	D4AZ24
isogroup2520056	D4AZ24
isogroup2520057	D4AZ24
isogroup2520058	D4AZ24
isogroup2520059	D4AZ24
isogroup252094	Q07252
isogroup252103	Q6I5Y0
isogroup2521033	P24733
isogroup2521036	Q9VJE5
isogroup252139	P41753
isogroup25215	A4Q9F4
isogroup252191	Q967Y7
isogroup252193	P0AEQ1
isogroup252247	Q551A3
isogroup252263	Q8LPT9
isogroup252426	Q5TCS8
isogroup252483	Q9VYS3
isogroup252490	Q8VIG3
isogroup25251	P14105
isogroup252527	Q9M0E5
isogroup2525270	P44842
isogroup2525279	P44842
isogroup252556	P40644
isogroup252583	P10867
isogroup252598	Q40297
isogroup252611	Q9VR91
isogroup2526110	Q9VR91
isogroup2526111	Q9VR91
isogroup2526251	Q9QXS1
isogroup2526255	Q6URW6
isogroup2526256	P30427
isogroup2526258	Q6URW6
isogroup252683	Q502M6
isogroup252726	Q00248
isogroup252785	Q17388
isogroup252814	P14779
isogroup2528140	O08336
isogroup2528142	Q964T1
isogroup2528144	O08336
isogroup2528145	P14779
isogroup2528147	O08336
isogroup2528149	Q964T1
isogroup252818	O97159
isogroup252837	Q54ET0
isogroup25285	Q13976
isogroup25288	Q5A1M3
isogroup252899	Q60LV4
isogroup25295	O70133
isogroup252995	A0A140JWS7
isogroup253002	O80632
isogroup2530020	Q98UF9
isogroup2530022	O80632
isogroup2530023	Q0WU02
isogroup2530026	Q98UF9
isogroup2530027	C9E1S0
isogroup2530028	Q98UF9
isogroup2530029	C9E1S0
isogroup253113	Q05858
isogroup2531130	Q05858
isogroup2531131	Q05858
isogroup2531132	Q05858
isogroup2531133	Q05858
isogroup2531134	Q05858
isogroup2531135	Q05858
isogroup2531136	Q05858
isogroup2531137	Q05858
isogroup2531138	Q05858
isogroup2531139	Q05858
isogroup253127	Q8VEH0
isogroup253201	O35701
isogroup253215	D3YXG0
isogroup2532152	Q96RW7
isogroup2532155	Q96RW7
isogroup253237	Q9NZJ4
isogroup253339	Q9H5Z1
isogroup25341	Q6D4C8
isogroup253433	Q96L03
isogroup2534434	F2Z461
isogroup253470	Q0DA50
isogroup253519	Q4V7N2
isogroup2536650	Q9Y239
isogroup2536653	Q9Y239
isogroup2536654	Q9Y239
isogroup2536659	Q9Y239
isogroup253778	P0AFS6
isogroup25387	Q9UPR5
isogroup253911	P47179
isogroup25392	Q9GUI1
isogroup2539865	Q4UG71
isogroup254005	O14048
isogroup2540050	Q12955
isogroup2540051	Q12955
isogroup2540053	Q12955
isogroup2540054	Q12955
isogroup2540055	Q12955
isogroup2540056	Q12955
isogroup2540057	Q12955
isogroup2540058	O70511
isogroup254186	Q8VZ10
isogroup254238	Q5UQE9
isogroup25425401	Q02768
isogroup25425410	Q02768
isogroup25425418	Q02768
isogroup2542543	Q02768
isogroup2542544	Q02768
isogroup254336	Q80YE7
isogroup254358	Q5REV5
isogroup254369	P14912
isogroup254396	Q8GYD9
isogroup2543968	Q9FJR0
isogroup254412	P58022
isogroup25447	Q539E5
isogroup25451	Q0P593
isogroup254566	C9ZN16
isogroup2545660	C9ZN16
isogroup2545661	C9ZN16
isogroup2545662	C9ZN16
isogroup2545663	C9ZN16
isogroup2545664	C9ZN16
isogroup2545665	C9ZN16
isogroup2545666	C9ZN16
isogroup2545667	C9ZN16
isogroup2545668	C9ZN16
isogroup2545669	C9ZN16
isogroup254602	Q7K4Q5
isogroup254606	Q9V3G1
isogroup2547310	Q80T32
isogroup2547311	Q80T32
isogroup2547314	Q80T32
isogroup2547317	Q80T32
isogroup2547481	Q9NYR8
isogroup2547483	Q9NYR8
isogroup2547489	Q9NYR8
isogroup254797	Q02KR1
isogroup254906	F2Z461
isogroup254946	Q939N5
